score,text
0,"['knew', 'coming', 'long', 'time', 'incubus', 'fans', 'popular', 'no', 'doubt', 'knew', 'would', 'happen', 'drive', 'single', 'mediocre', 'make', 'shot', 'incubus', 'never', 'thought', 'heights', 'know', 'incubus', 'gone', 'unique', 'sounding', 'band', 'check', 'fungus', 'amongus', 'one', 'new', 'wave', 'post', 'grunge', 'sensitive', 'pop', 'rock', 'vain', 'nickelback', 'creed', 'wish', 'give', 'break', 'heard', 'think', 'called', 'pink', 'flsomething', 'heavy', 'songs', 'sound', 'like', 'backstreet', 'boys', 'adding', 'downtuned', 'guitars', 'real', 'shame', 'incubus', 'great', 'band', 'times', 'gone', 'trend', 'skip']"
0,"['apartment', 'complex', 'campy', 'comedy', 'full', 'kookie', 'characters', 'created', 'lieu', 'real', 'story', 'tells', 'young', 'psych', 'student', 'lowe', 'takes', 'job', 'managing', 'apartment', 'complex', 'becomes', 'embroiled', 'murder', 'mysteryum', 'call', 'low', 'cal', 'watch', 'contains', 'no', 'suspense', 'no', 'thrills', 'no', 'drama', 'no', 'action', 'precious', 'funny', 'moments', 'dash', 'nudity', 'almost', 'no', 'romance', 'apartment', 'complex', 'passable', 'forgettable', 'junk', 'food', 'needy', 'couch', 'potatoes']"
1,"['movie', 'fully', 'deserves', 'one', 'top', 'hindi', 'comedies', 'ever', 'made', 'rajkumar', 'santoshi', 'mostly', 'known', 'gritty', 'hardhitting', 'social', 'dramas', 'easily', 'effortless', 'movie', 'made', 'plot', 'revolves', 'around', 'two', 'smalltown', 'buffoons', 'amar', 'aamir', 'khan', 'prem', 'salman', 'khan', 'want', 'get', 'rich', 'quick', 'move', 'big', 'city', 'hatch', 'plan', 'separately', 'woo', 'rich', 'heiress', 'raveena', 'raveena', 'tandon', 'daughter', 'rich', 'businessman', 'ramgopal', 'bajaj', 'paresh', 'rawal', 'thus', 'one', 'marries', 'raveena', 'gets', 'hands', 'wealth', 'get', 'know', 'others', 'plan', 'intense', 'tussle', 'oneoneupmanship', 'marries', 'raveena', 'hilarious', 'gags', 'situations', 'ensue', 'battle', 'rages', 'time', 'ramgopal', 'bajajs', 'identical', 'twin', 'brother', 'shyamgopal', 'bajaj', 'wants', 'eliminate', 'brother', 'niece', 'usurp', 'family', 'fortune', 'add', 'assortment', 'funny', 'characters', 'including', 'raveenas', 'maid', 'karishma', 'karishma', 'kapoor', 'mistakeprone', 'butler', 'named', 'robert', 'vijoo', 'khote', 'manager', 'named', 'bhalla', 'shehzad', 'khan', 'mimics', 'yesteryears', 'villain', 'ajeet', 'funny', 'gangster', 'gogo', 'shakti', 'kapoor', 'looks', 'like', 'pirate', 'rollicking', 'comedy', 'awaits', 'not', 'waste', 'time', 'looking', 'logic', 'movie', 'leave', 'company', 'brains', 'enjoy', 'actors', 'much', 'sync', 'script', 'no', 'room', 'left', 'mistakes', 'dialogues', 'rajkumar', 'santoshi', 'dilip', 'shukla', 'witty', 'music', 'tushar', 'bhatia', 'lyrics', 'majrooh', 'sultanpuri', 'memorable', 'picturization', 'choreography', 'saroj', 'khan', 'yeh', 'raat', 'aur', 'yeh', 'doori', 'ae', 'lo', 'ji', 'sanam', 'dil', 'karta', 'hai', 'tere', 'paas', 'aaoon', 'fitting', 'remain', 'etched', 'mind', 'forever', 'film', 'starred', 'two', 'superstarsinthemaking', 'aamir', 'khan', 'salman', 'khan', 'eventually', 'became', 'superstars', 'aamir', 'khan', 'impeccable', 'first', 'allout', 'comedy', 'role', 'salute', 'sense', 'comic', 'timing', 'salman', 'pales', 'comparison', 'aamir', 'still', 'likable', 'among', 'supporting', 'characters', 'paresh', 'rawal', 'stands', 'dual', 'role', 'ramgopal', 'shyamgopal', 'movie', 'surprisingly', 'failed', 'box', 'office', 'fail', 'understand', 'recommend', 'nevertheless']"
0,"['would', 'great', 'get', 'help', 'trying', 'since', 'last', 'night', 'get']"
1,"['omg', 'wish', 'flight', 'today', 'haha', 'always', 'next', 'time', 'fun']"
0,"['told', 'offload', 'captain', 'hours', 'terrible', 'experience']"
1,"['energetic', 'entertaining', 'ten', 'minutes', 'film', 'seen', 'long', 'time', 'film', 'student', 'nyu', 'short', 'screened', 'several', 'times', 'salute', 'jim', 'cox', 'astute', 'sense', 'style', 'pace', 'generation', 'sure', 'see', 'name', 'later', 'big', 'screen', 'hopefully', 'short', 'find', 'market', 'tv', 'somewhere', 'inspiring', 'work', 'get', 'wide', 'distribution', 'des']"
1,"['heard', 'news', 'film', 'animelegend', 'hayao', 'miyazaki', 'wanted', 'see', 'lucky', 'enough', 'film', 'online', 'youtube', 'watching', 'film', 'knew', 'another', 'miyazakistudio', 'ghibli', 'classicthis', 'film', 'inspired', 'favorite', 'fairytale', 'little', 'mermaid', 'yearold', 'boy', 'named', 'sosuke', 'relationship', 'goldfish', 'princess', 'named', 'ponyo', 'longs', 'become', 'human', 'sosuke', 'not', 'give', 'anymore', 'details', 'see', 'film', 'overall', 'one', 'best', 'animated', 'movies', 'ever', 'made', 'plenty', 'fantasy', 'adventure', 'humori', 'loved']"
0,"['big', 'fan', 'old', 'horror', 'movies', 'since', 'middle', 'aged', 'old', 'movie', 'made', 'made', 'period', 'not', 'big', 'fan', 'modern', 'horror', 'movies', 'one', 'exception', 'creepshow', 'thought', 'great', 'reminisce', 'stories', 'really', 'really', 'enjoyed', 'monster', 'box', 'story', 'hal', 'holbrook', 'also', 'one', 'really', 'clean', 'guy', 'great', 'ending', 'stories', 'great', 'though', 'like', 'much', 'characters', 'decent', 'development', 'lines', 'plain', 'good', 'bad', 'horror', 'bits', 'heightened', 'close', 'face', 'aghast', 'fear', 'funny', 'bits', 'really', 'funny', 'sequel', 'either', 'greatly', 'lacking', 'elements', 'totally', 'absent', 'writing', 'watched', 'partially', 'movie', 'complete', 'waste', 'time', 'turned', 'things', 'like', 'write', 'movie', 'reviews', 'imdbcom', 'lol', 'george', 'kennedy', 'old', 'dorothy', 'lamoure', 'get', 'top', 'billing', 'telling', 'something', 'also', 'romeros', 'expertise', 'hard', 'find', 'must', 'told', 'tone', 'pg', 'standard', 'not', 'know', 'rated', 'looks', 'pg', 'not', 'good', 'thing', 'movie', 'nothing', 'else', 'going', 'shown', 'encore', 'cable', 'channel', 'dieing', 'yuck', 'yuck', 'see']"
0,"['site', 'clearly', 'explains', 'allowed', 'carry', 'allowed', 'pit', 'not', 'bos', 'make', 'sense']"
0,"['liitle', 'much', 'not', 'enough', 'adult', 'fans', 'rememebr', 'comic', 'book', 'like', 'updated', 'trip', 'memory', 'lane', 'adults', 'find', 'little', 'inane', 'year', 'old', 'thought', 'soso', 'would', 'not', 'let', 'year', 'old', 'watch', 'cool', 'effects', 'really', 'disapointing', 'overall', 'think', 'played', 'little', 'better', 'big', 'screen', 'not', 'much']"
0,"['wayfair', 'llc', 'may', 'send', 'something', 'completly', 'different', 'ordered', 'swisstool', 'rs', 'received', 'red', 'pocket', 'knife', 'sure', 'swiss', 'tool', 'rs', 'great', 'tool', 'victorinox', 'products', 'owned', 'not', 'happy', 'customer', 'service', 'fine', 'amazon', 'not', 'much', 'wayfair', 'llc', 'maybe', 'stuck', 'charge', 'card', 'red', 'pocket', 'knife', 'not', 'want']"
0,"['not', 'live', 'reviews', 'really', 'trying', 'finish', 'book', 'not', 'keep', 'attention', 'child', 'detested', 'wizard', 'oz', 'movie', 'books', 'thought', 'might', 'give', 'different', 'view', 'particular', 'fantasy', 'world', 'book', 'not', 'compelling', 'enough', 'concentrate', 'find', 'mired', 'authors', 'writing', 'style', 'wishing', 'rewrite', 'passages', 'make', 'flow', 'smoothly', 'wiccan', 'read', 'plenty', 'books', 'turn', 'notions', 'good', 'evil', 'head', 'nothing', 'newdisappointeda']"
1,"['best', 'yet', 'best', 'crue', 'cd', 'ever', 'heard', 'johns', 'vocals', 'puts', 'power', 'behind', 'music', 'feel', 'alot', 'better', 'vinces', 'hellium', 'sounded', 'vocals', 'nikkis', 'bass', 'playing', 'awesome', 'wish', 'would', 'kept', 'john', 'like', 'song', 'says', 'power', 'musicin', 'streetsmy', 'fave']"
1,"['best', 'phone', 'market']"
0,"['ua', 'inbound', 'flight', 'dep', 'time', 'gets', 'closer', 'push', 'back', 'min', 'hrs']"
1,"['seen', 'many', 'dustin', 'hoffmans', 'movies', 'like', 'straw', 'dogs', 'rain', 'man', 'liked', 'characters', 'much', 'often', 'calm', 'even', 'shy', 'persons', 'expected', 'movie', 'straw', 'dogs', 'saw', 'totally', 'different', 'person', 'much', 'energetic', 'film', 'kind', 'reminded', 'al', 'pacino', 'serpico', 'movie', 'interesting', 'beginning', 'end', 'liked', 'way', 'dustin', 'hoffmans', 'character', 'ready', 'everything', 'stay', 'son', 'movie', 'also', 'revealing', 'personally', 'think', 'shows', 'people', 'learn', 'find', 'compromise', 'self', 'without', 'involving', 'people', 'issue']"
1,"['best', 'song', 'ever', 'dear', 'readers', 'want', 'say', 'absolutlly', 'best', 'song', 'ever', 'not', 'promise', 'single', 'album', 'year', 'no', 'strings', 'attached', 'song', 'showed', 'devotion', 'ones', 'love', 'promising', 'kind', 'wayi', 'must', 'admit', 'jc', 'incredble', 'joice', 'justin', 'still', 'best', 'joice', 'ever', 'awsome', 'ballad', 'excellent', 'backups', 'lancejoey', 'chris', 'excellent', 'work', 'guys', 'wish', 'blessing', 'god', 'offer', 'nsync', 'cannot', 'wait', 'listen', 'support', 'next', 'albumfor', 'bye', 'bye', 'bye', 'bye', 'bye']"
1,"['love', 'album', 'first', 'heard', 'album', 'audio', 'recording', 'radio', 'broadcast', 'sent', 'uncle', 'denver', 'colorado', 'years', 'old', 'ever', 'searching', 'album', 'favouorite', 'songs', 'summer', 'wine', 'storybook', 'children', 'thank', 'find', 'album', 'brings', 'cherished', 'memories', 'childhood', 'years']"
1,"['behaviorchanging', 'read', 'thoughtprovoking', 'read', 'must', 'admit', 'difficulty', 'accepting', 'problem', 'faultbut', 'got', 'hump', 'wide', 'open', 'receive', 'teachings', 'book', 'practical', 'yet', 'eye', 'openingyou', 'learn', 'things', 'grow', 'better']"
1,"['awesome', 'kit', 'worked', 'perfectly', 'used', 'make', 'lamp', 'double', 'barrel', 'wine', 'bottle', 'adaptors', 'small', 'bottle', 'little', 'electrical', 'tape', 'around', 'outside', 'largest', 'made', 'fit', 'perfectly', 'lamps', 'look', 'neat', 'professional', 'finished']"
0,"['romantic', 'comedy', 'review', 'first', 'not', 'like', 'subtitles', 'dvd', 'split', 'half', 'coming', 'player', 'since', 'ordered', 'wedding', 'single', 'dvd', 'different', 'provideri', 'disappointed', 'not', 'see', 'julia', 'stiles', 'second', 'onethe', 'chemistry', 'not', 'although', 'goodthe', 'third', 'honeymoon', 'bigger', 'disappointment', 'luke', 'mably', 'replaced', 'like', 'robert', 'pattinson', 'replaced', 'twilight', 'prince', 'franchise', 'bigger', 'twilight', 'need', 'romantic', 'comedies', 'world', 'today']"
0,"['no', 'director', 'writer', 'anything', 'related', 'movie', 'watching', 'movie', 'everyday', 'given', 'idea', 'good', 'movie', 'not', 'quick', 'undead', 'ripoff', 'quick', 'dead', 'thinking', 'little', 'bit', 'parody', 'cool', 'movie', 'lots', 'starts', 'oh', 'no', 'really', 'big', 'disappointmentto', 'put', 'simply', 'movie', 'sucks', 'big', 'fan', 'gore', 'movies', 'one', 'gives', 'gore', 'not', 'consistentbut', 'give', 'credit', 'creating', 'gruesome', 'characters', 'given', 'little', 'bit', 'squirmif', 'big', 'fan', 'zombies', 'watch', 'notbetter', 'look', 'rob', 'zombie', 'films']"
1,"['gorgeous', 'sumptuous', 'music', 'master', 'one', 'lovely', 'theme', 'another', 'flows', 'recording', 'academy', 'award', 'winning', 'score', 'john', 'barry', 'takes', 'flight', 'literally', 'listen', 'breathtaking', 'flying', 'africa', 'leaves', 'listener', 'almost', 'breathless', 'another', 'academy', 'award', 'winning', 'scores', 'dances', 'wolves', 'barry', 'shows', 'amazing', 'ability', 'capture', 'elation', 'one', 'feels', 'sight', 'beautiful', 'natural', 'landscape', 'not', 'story', 'romance', 'two', 'main', 'characters', 'story', 'karens', 'meryl', 'streep', 'love', 'africa', 'score', 'rare', 'beauty', 'score', 'not', 'missed']"
1,"['not', 'anyone', 'book', 'good', 'prepared', 'read', 'stufff', 'may', 'make', 'squeemish', 'read', 'way', 'little', 'icky', 'pretty', 'much', 'anwsered', 'questions', 'recommend', 'readyit', 'really', 'helped', 'acne', 'questions', 'book', 'helpful']"
0,"['company', 'charge', 'restocking', 'fee', 'still', 'not', 'given', 'refund', 'back']"
0,"['used', 'committed', 'flyer', 'merger', 'remember', 'switched']"
0,"['mess', 'starts', 'real', 'tank', 'running', 'car', 'intercut', 'images', 'toy', 'tank', 'followed', 'family', 'driving', 'home', 'birthday', 'party', 'without', 'saying', 'anything', 'unexplained', 'tank', 'untalkative', 'family', 'take', 'swear', 'minutes', 'film', 'finally', 'family', 'sees', 'car', 'wreck', 'decides', 'report', 'proper', 'authorities', 'find', 'citizens', 'town', 'hiding', 'houses', 'cops', 'hiding', 'police', 'station', 'interesting', 'almost', 'town', 'folk', 'come', 'due', 'familys', 'presence', 'learn', 'writer', 'editor', 'conspiring', 'substitute', 'suspense', 'incomprehensible', 'storytelling', 'techniques', 'hopes', 'audiences', 'inability', 'tell', 'going', 'somehow', 'bring', 'unease', 'upon', 'audience', 'works', 'not', 'way', 'thought', 'would', 'uneasy', 'bad', 'movie', 'not', 'scared', 'dialogue', 'composed', 'things', 'make', 'little', 'sense', 'not', 'fun', 'david', 'lynch', 'sort', 'way', 'sort', 'iwalkedinduringthemiddleofaboringconversation', 'sort', 'way', 'course', 'next', 'hour', 'learn', 'moviemakers', 'try', 'bore', 'us', 'afraid', 'showing', 'tediously', 'mundane', 'scenes', 'combined', 'abovementioned', 'going', 'type', 'scenesthe', 'plot', 'involves', 'something', 'along', 'lines', 'gentlelooking', 'old', 'folks', 'putting', 'children', 'trance', 'power', 'satan', 'bringing', 'party', 'play', 'toys', 'even', 'sinister', 'intention', 'group', 'white', 'men', 'everybodys', 'white', 'movie', 'grab', 'guns', 'save', 'day', 'tagalong', 'eye', 'candy', 'woman', 'whines', 'drop', 'hat', 'look', 'kidnapped', 'children', 'looking', 'random', 'places', 'yelling', 'kids', 'namesthis', 'great', 'horror', 'movie', 'person', 'never', 'seen', 'horror', 'movie', 'person', 'frightened', 'mere', 'thought', 'satanism', 'paganism', 'wicca', 'even', 'catholicism', 'due', 'lifetime', 'diet', 'brainwashing', 'trinity', 'broadcast', 'network', 'represents', 'satanism', 'elderly', 'folks', 'halloween', 'costumes', 'candles', 'mingling', 'party', 'front', 'ankh', 'replete', 'priest', 'spouting', 'completely', 'madeup', 'nonsense', 'satanists', 'calling', 'witches', 'message', 'anything', 'not', 'protestantism', 'thrown', 'category', 'easy', 'condemnationabout', 'minutes', 'footage', 'wasted', 'show', 'mediocre', 'elderly', 'actors', 'awkwardly', 'babbling', 'overwrought', 'pseudosatanic', 'gibberish', 'corny', 'enough', 'make', 'teen', 'goth', 'blush', 'almost', 'always', 'olde', 'english', 'sometimes', 'latin', 'may', 'may', 'not', 'made', 'wordshighlights', 'include', 'guy', 'laughing', 'idea', 'little', 'green', 'men', 'solid', 'minutes', 'family', 'staring', 'windows', 'car', 'without', 'talking', 'minutes', 'listening', 'elevator', 'muzak', 'priest', 'studying', 'satanism', 'minutes', 'oohsoscary', 'drawings', 'demons', 'scare', 'church', 'lady', 'crowd', 'random', 'shots', 'dolls', 'random', 'shots', 'children', 'paint', 'instead', 'blood', 'every', 'chance', 'film', 'school', 'level', 'dream', 'sequences', 'introduces', 'unimportant', 'characters', 'nothing', 'exit', 'sometimes', 'act', 'nothing', 'big', 'dealthe', 'directing', 'sloppy', 'best', 'example', 'directing', 'includes', 'scene', 'beginning', 'man', 'woman', 'kissing', 'man', 'pulls', 'away', 'look', 'lovingly', 'eyes', 'dark', 'red', 'paint', 'falls', 'cheek', 'looking', 'see', 'not', 'blood', 'droplets', 'girls', 'snowcone', 'snowcones', 'ice', 'colored', 'flavored', 'water', 'would', 'not', 'produced', 'droplets', 'texture', 'paint', 'not', 'mention', 'fact', 'snowcone', 'bright', 'reddishorange', 'hackneyed', 'writing', 'certainly', 'made', 'even', 'worse', 'bad', 'directing', 'cuts', 'alternate', 'shot', 'man', 'woman', 'girl', 'shows', 'standing', 'four', 'feet', 'away', 'snowcone', 'would', 'not', 'dripped', 'woman', 'even', 'would', 'held', 'snowcone', 'womans', 'face', 'way', 'go', 'editor', 'course', 'acting', 'blah', 'acting', 'whole', 'cast', 'put', 'scale', 'balanced', 'perfectly', 'overacting', 'underactingthe', 'directors', 'offensive', 'technique', 'give', 'actors', 'no', 'motivation', 'go', 'lunch', 'unblinking', 'eye', 'camera', 'leers', 'actors', 'make', 'fools', 'themselvesand', 'finally', 'get', 'ending', 'would', 'great', 'handled', 'competent', 'people', 'not', 'jerry', 'falwell']"
0,"['unfortunately', 'movie', 'concerned', 'making', 'lame', 'social', 'commentary', 'real', 'event', 'not', 'balls', 'legitimately', 'document', 'happened', 'constant', 'rhetoric', 'violent', 'video', 'games', 'not', 'blame', 'get', 'impression', 'ben', 'coccio', 'avid', 'gamer', 'media', 'music', 'completely', 'devoid', 'influence', 'obvious', 'message', 'even', 'get', 'laughable', 'scene', 'two', 'boys', 'burning', 'cds', 'talk', 'subtlety', 'movie', 'gets', 'away', 'fiction', 'nice', 'try', 'yes', 'great', 'idea', 'relieve', 'media', 'influence', 'know', 'kids', 'actually', 'planned', 'executed', 'school', 'shooting', 'not', 'influenced', 'media', 'video', 'games', 'not', 'not', 'movie', 'kids', 'smart', 'enough', 'completely', 'relinquish', 'media', 'yet', 'dumb', 'enough', 'scorch', 'nazi', 'symbol', 'ground', 'haha', 'somehow', 'not', 'think', 'sothe', 'movie', 'bats', 'head', 'portrayal', 'normalcy', 'families', 'almost', 'disservice', 'think', 'not', 'serious', 'flaw', 'family', 'dynamic', 'kids', 'actually', 'gone', 'shot', 'fellow', 'schoolmates', 'everyone', 'concerned', 'making', 'killers', 'seem', 'normal', 'obviously', 'not', 'completely', 'false', 'phony', 'depiction']"
1,"['set', 'fly', 'not', 'bad', 'first', 'date', 'giant', 'metal', 'bird', 'machine', 'even', 'brought', 'snacks']"
0,"['not', 'pile', 'time', 'update', 'flight', 'tv', 'package']"
0,"['person', 'check', 'people', 'plane', 'boards', 'minutes', 'telling', 'people', 'exec', 'benes', 'not', 'honored']"
0,"['cannot', 'make', 'changes', 'website', 'still', 'charged', 'dollars', 'using', 'phone']"
1,"['yes', 'thank', 'oct', 'oct']"
0,"['two', 'broken', 'airplanes', 'two', 'days', 'late', 'flightr', 'stranded', 'funeral', 'missing', 'last', 'semester']"
1,"['please', 'acknowledge', 'attendant', 'jeff', 'wernicke', 'beat', 'class', 'service', 'sw']"
0,"['wjere', 'luggage', 'slow', 'lax']"
0,"['thanks', 'united', 'no', 'running', 'water', 'late', 'flight', 'flight', 'grand', 'rapids', 'denver']"
1,"['tuscan', 'sky', 'saw', 'diane', 'lanes', 'tender', 'performance', 'otherwise', 'lark', 'movie', 'campers', 'invited', 'camp', 'youth', 'experience', 'adults', 'return', 'seem', 'looking', 'something', 'lost', 'makes', 'realistic', 'maybe', 'camper', 'really', 'get', 'words', 'one', 'character', 'noticing', 'clothes', 'wet', 'camp', 'practical', 'jokes', 'fighting', 'boyfriends', 'scary', 'lunch', 'lady', 'early', 'morning', 'bell', 'amp', 'exciting', 'activities', 'seem', 'mundane', 'terrific', 'ensemble', 'cast', 'makes', 'best', 'onetwo', 'dimensional', 'roles', 'makes', 'believable', 'bill', 'paxton', 'diane', 'elizabeth', 'mrs', 'brad', 'paisley', 'probably', 'first', 'fell', 'beautiful', 'scenery', 'bright', 'colors', 'comical', 'music', 'including', 'variations', 'hello', 'muddahand', 'comic', 'acting', 'turn', 'noted', 'director', 'sam', 'raimi', 'makes', 'movie', 'pull', 'like', 'looking', 'old', 'friend']"
0,"['film', 'yawn', 'titles', 'credits', 'boring', 'point', 'tedium', 'acting', 'wooden', 'stilted', 'admittedly', 'director', 'richard', 'jobson', 'directing', 'debut', 'earth', 'greenlit', 'script', 'poorly', 'developed', 'one', 'looks', 'like', 'another', 'money', 'drain', 'government', 'project', 'scottish', 'screen', 'credited', 'surprise', 'surprise', 'nearly', 'fell', 'asleep', 'three', 'times', 'review', 'unfortunately', 'restrained', 'one', 'please', 'please', 'mister', 'jobson', 'ever', 'prior', 'directing', 'sedative', 'film', 'go', 'back']"
1,"['watched', 'film', 'many', 'years', 'ago', 'searched', 'ever', 'since', 'opinion', 'although', 'raw', 'educational', 'future', 'hold', 'enjoyed', 'movie', 'day', 'rate', 'high', 'sorry', 'disagree', 'movie', 'always', 'judged', 'opinion', 'great', 'give', 'go', 'cloning', 'test', 'tube', 'babies', 'happening', 'today', 'judge', 'film', 'may', 'dramatised', 'event', 'become', 'go', 'horrors', 'today', 'far', 'fetched', 'even', 'laugh', 'one', 'gets', 'thinking', 'scares', 'mother', 'desperateafter', 'watching', 'movie', 'would', 'think', 'twice', 'sorry', 'love', 'movie', 'make', 'mind', 'not', 'watch', 'movie', 'making', 'aknowledge', 'story', 'ask', 'far', 'would', 'go', 'child']"
1,"['oh', 'wifi', 'router', 'top', 'fuselage']"
0,"['stop', 'pretending', 'care', 'welfare', 'daughter', 'united', 'airlines', 'opportunity', 'help', 'n', 'failed', 'united', 'airlines']"
0,"['not', 'enough', 'bang', 'buck', 'first', 'book', 'massively', 'overpriced', 'fifty', 'dollars', 'plus', 'keep', 'paperback', 'number', 'errors', 'ridiculous', 'much', 'special', 'errata', 'section', 'contained', 'back', 'furthermore', 'explanations', 'grammer', 'weak', 'best', 'book', 'workbook', 'text', 'course', 'no', 'good', 'unless', 'teacher', 'knows', 'answers', 'also', 'not', 'even', 'think', 'buying', 'book', 'unless', 'already', 'extremely', 'solid', 'basis', 'biblical', 'hebrew', 'author', 'assumes', 'doin', 'fairness', 'considering', 'buing', 'book', 'probably', 'already', 'know', 'hebrew']"
0,"['cannot', 'upload', 'ringtones', 'third', 'party']"
0,"['toxic', 'avenger', 'idea', 'movie', 'person', 'common', 'population', 'would', 'call', 'person', 'looser', 'thrown', 'barrel', 'toxic', 'waste', 'mutated', 'superhero', 'completely', 'disfigured', 'sounded', 'ok', 'even', 'movie', 'listed', 'horror', 'even', 'read', 'cult', 'following', 'series', 'movie', 'even', 'given', 'made', 'bad', 'not', 'stop', 'watching', 'acting', 'horrible', 'even', 'independent', 'film', 'think', 'horror', 'part', 'moviedrug', 'dealing', 'sumo', 'godzilla', 'entrance', 'movies', 'promote', 'antidrugs', 'heck', 'even', 'like', 'godzilla', 'well', 'sumo', 'not', 'even', 'still', 'think', 'heights', 'sumo', 'would', 'love', 'give', 'movie', 'hand', 'slap', 'ground', 'salt', 'eyes', 'people', 'made', 'movie', 'personally', 'almost', 'ready', 'write', 'film', 'company', 'made', 'ask', 'mins', 'life', 'backto', 'high', 'bad', 'not', 'zero', 'even', 'negative', 'integers', 'place', 'movie', 'herein', 'words', 'movie', 'jyounk', 'would', 'rather', 'watch', 'paint', 'dry', 'deal', 'explosive', 'diarrhea', 'watch', 'movie', 'ever', 'would', 'first', 'person', 'would', 'use', 'not', 'packaging', 'movie', 'kindling', 'would', 'goodold', 'movie', 'script', 'burning']"
1,"['damn', 'good', 'movie', 'one', 'seriously', 'underrated', 'songs', 'children', 'sing', 'movie', 'gave', 'sense', 'pain', 'also', 'hope', 'future', 'whoopi', 'goldberg', 'puts', 'good', 'performance', 'best', 'performance', 'throughout', 'whole', 'movie', 'actress', 'plays', 'title', 'character', 'wish', 'moviesthis', 'movie', 'higher', 'rating', 'give']"
1,"['last', 'months', 'seen', 'lot', 'reviews', 'italian', 'job', 'many', 'negative', 'gist', 'almost', 'pessimistic', 'criticisms', 'modernistic', 'bravado', 'highbudget', 'technology', 'film', 'not', 'much', 'substance', 'counts', 'look', 'people', 'fun', 'movie', 'type', 'picture', 'supposed', 'sit', 'back', 'relax', 'enjoy', 'steadymoving', 'pace', 'film', 'like', 'oceans', 'eleven', 'concentrate', 'characters', 'plot', 'time', 'without', 'much', 'thinking', 'lucky', 'us', 'granted', 'ocean', 'better', 'movie', 'cares', 'plot', 'may', 'holes', 'huge', 'one', 'way', 'action', 'may', 'not', 'gratifyingly', 'gratuitous', 'trailers', 'made', 'dialogue', 'may', 'seem', 'pointless', 'cheesy', 'really', 'cares', 'cool', 'characters', 'mini', 'coopers', 'big', 'explosions', 'charlize', 'theron', 'want', 'think', 'time', 'drop', 'fake', 'roger', 'ebert', 'meets', 'gene', 'shalit', 'act', 'enjoy', 'oh', 'another', 'thing', 'whatever', 'not', 'compare', 'original', 'reiterate', 'f', 'gary', 'gray', 'told', 'press', 'million', 'times', 'not', 'remake', 'advice', 'interested', 'nitpicking', 'way', 'goodhumored', 'fun', 'flick', 'not', 'even', 'bother', 'seeing', 'italian', 'job', 'not', 'severe', 'inferiority', 'complex', 'andor', 'want', 'see', 'ed', 'norton', 'get', 'jacked', 'bunch', 'ukranians', 'go', 'ahead', 'bottom', 'line', 'fellow', 'moviegoers', 'lighten', 'fun', 'dammit']"
1,"['comfortable', 'hand']"
1,"['like', 'mech', 'war', 'games', 'pretty', 'good', 'cheap', 'robot', 'fights', 'worth', 'seeing', 'enjoyed', 'mech', 'war', 'field', 'time', 'pretty', 'much', 'movie', 'ever', 'seen', 'come', 'close', 'feeling', 'would', 'like', 'pilot', 'one', 'huge', 'mechs', 'like', 'genera', 'games', 'like', 'mech', 'warrior', 'three', 'four', 'xbox', 'spare', 'steel', 'battalion', 'movie', 'worth', 'seeing', 'least', 'really', 'needs', 'movies', 'theme', 'less', 'remakes', 'original', 'works', 'enjoy']"
1,"['effective', 'easy', 'use', 'bought', 'struggling', 'years', 'bargain', 'upright', 'finally', 'courtesy', 'dying', 'couple', 'weeks', 'use', 'say', 'bought', 'something', 'like', 'model', 'sooner', 'effective', 'especially', 'cat', 'hair', 'live', 'three', 'little', 'boogers', 'dog', 'well', 'turbo', 'attachment', 'fabulous', 'upholstery', 'dirt', 'receptacle', 'easy', 'remove', 'empty', 'adjustable', 'suction', 'power', 'nice', 'feature', 'washable', 'filter']"
0,"['cartoons', 'ruined', 'much', 'one', 'element', 'watership', 'great', 'cartoonsadlyit', 'completely', 'ruined', 'overkill', 'dramai', 'disappointed', 'watership', 'downthe', 'constant', 'drama', 'ruined', 'fun', 'meand', 'finally', 'stopped', 'watching', 'itunable', 'stay', 'focused', 'completely', 'bored', 'itno', 'actionno', 'comedyno', 'suspenseno', 'adventureno', 'romancejust', 'dramathat', 'italsothis', 'not', 'childrenadviceif', 'want', 'good', 'dramatape', 'soap', 'operas', 'tv']"
